show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Unnamed: 0,title_y,release_year_y,description_y,description_len,title_len,mv_dur,genre,polarity,subjectivity,rotten_score
81152923,Movie,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux",United States,"November 11, 2019",2019,TV-MA,95,"Action & Adventure, Dramas","After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.",1327,Submission,2019,"After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.",140,10,95,action,0.0,0.0,49.0
18002692,Movie,American History X,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry",United States,"November 1, 2019",1998,R,119,Dramas,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?,1348,American History X,1998,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?,142,18,119,drama,0.0,0.0,83.0
81024100,Movie,American Son,Kenny Leon,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",United States,"November 1, 2019",2019,TV-MA,90,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,1349,American Son,2019,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,135,12,90,drama,0.0,0.0,100.0
485218,Movie,Executive Decision,Stuart Baird,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley",United States,"November 1, 2019",1996,R,133,Action & Adventure,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",1365,Executive Decision,1996,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",146,18,133,action,0.0,0.0,64.0
11819434,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",United States,"November 1, 2019",1998,R,118,"Comedies, Cult Movies, Dramas",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,1367,Fear and Loathing in Las Vegas,1998,A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.,146,30,118,drama,0.0,0.0,50.0
70117305,Movie,Legion,Scott Stewart,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias",United States,"November 1, 2019",2010,R,100,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,1385,Legion,2010,A motley crew of apocalypse survivors living at an abandoned truck stop never suspects that the pregnant woman among them is carrying the Messiah.,146,6,100,action,0.0,0.0,19.0
1150871,Movie,Love Jones,Theodore Witcher,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,"November 1, 2019",1997,R,109,"Comedies, Dramas, Independent Movies","In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.",1390,Love Jones,1997,"In this urban romantic comedy set in Chicago, the ups and downs of courtship play out between a young black poet and a pretty shutterbug.",137,10,109,drama,0.5,0.6,73.0
1179583,Movie,Money Talks,Brett Ratner,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",United States,"November 1, 2019",1997,R,96,"Action & Adventure, Comedies","TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",1393,Money Talks,1997,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",149,11,96,action,0.0,0.0,16.0
60023638,Movie,Paid in Full,Charles Stone III,"Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker",United States,"November 1, 2019",2002,R,98,"Action & Adventure, Dramas",This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.,1399,Paid in Full,2002,This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.,140,12,98,action,0.35,0.55,53.0
60002403,Movie,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,"November 1, 2019",1968,R,137,"Classic Movies, Horror Movies, Thrillers","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",1403,Rosemary's Baby,1968,"A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.",144,15,137,horror,0.0,0.0,96.0
17236920,Movie,Rounders,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge",United States,"November 1, 2019",1998,R,121,Dramas,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",1404,Rounders,1998,"A law student befriends and ""befoes"" a fellow gambling addict and a club owner, and tensions run high when they must come up with $15k in just 5 days.",150,8,121,drama,0.0,0.0,65.0
973861,Movie,Sling Blade,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe",United States,"November 1, 2019",1996,R,135,"Dramas, Independent Movies","A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.",1407,Sling Blade,1996,"A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.",146,11,135,drama,0.0,0.0,96.0
60033247,Movie,Superfly,Gordon Parks,"Ron O'Neal, Carl Lee, Sheila Frazier, Julius Harris, Charles McGregor, Nate Adams, Polly Niles, Yvonne Delaine",United States,"November 1, 2019",1972,R,91,"Action & Adventure, Classic Movies, Dramas","To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over.",1412,Superfly,1972,"To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over.",138,8,91,action,0.0,0.0,92.0
70060000,Movie,The Brave One,Neil Jordan,"Jodie Foster, Terrence Howard, Naveen Andrews, Carmen Ejogo, Nicky Katt, Mary Steenburgen, Lenny Venito, Zoë Kravitz, Jane Adams, Gordon MacDonald",United States,"November 1, 2019",2007,R,122,"Dramas, Thrillers",New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.,1413,The Brave One,2007,New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.,135,13,122,drama,0.8,1.0,43.0
684847,Movie,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",United States,"November 1, 2019",1991,R,105,"Action & Adventure, Comedies",Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,1420,The Last Boy Scout,1991,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,143,18,105,action,0.0,0.0666666666666666,46.0
20557937,Movie,The Matrix,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory",United States,"November 1, 2019",1999,R,136,"Action & Adventure, Sci-Fi & Fantasy","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",1422,The Matrix,1999,"A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",149,10,136,action,0.0,0.0,88.0
60027695,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye",United States,"November 1, 2019",2003,R,138,"Action & Adventure, Sci-Fi & Fantasy","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",1423,The Matrix Reloaded,2003,"The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",138,19,138,action,0.0,0.0,73.0
60031303,Movie,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye",United States,"November 1, 2019",2003,R,129,"Action & Adventure, Sci-Fi & Fantasy",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,1424,The Matrix Revolutions,2003,The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,148,22,129,action,0.0,0.0,35.0
70123542,Movie,Zombieland,Ruben Fleischer,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin, Amber Heard, Bill Murray, Derek Graf",United States,"November 1, 2019",2009,R,88,"Comedies, Horror Movies","Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.",1435,Zombieland,2009,"Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.",137,10,88,horror,0.0,0.0,67.0
80156684,Movie,Savage Dog,Jesse V. Johnson,"Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy, Matthew Marsden, Keith David, Luke Massy",United States,"November 1, 2017",2017,TV-MA,95,"Action & Adventure, Independent Movies",A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,1513,Savage Dog,2017,A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,141,10,95,action,0.0,0.0,73.0
80134780,Movie,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,Norm MacDonald,United States,"May 9, 2017",2017,TV-MA,61,Stand-Up Comedy,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older – and perhaps even wiser – point of view.",1552,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",2017,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older – and perhaps even wiser – point of view.",135,47,61,comedy,0.0,0.0,100.0
80221308,Movie,Desolation,Sam Patton,"Jaimi Paige, Alyshia Ochse, Toby Nichols, Claude Duhamel",United States,"May 8, 2018",2017,TV-MA,76,"Horror Movies, Thrillers","Along with her son and best friend, a grieving widow hikes into the woods to scatter her late husband's ashes, only to discover they're being stalked.",1562,Desolation,2017,"Along with her son and best friend, a grieving widow hikes into the woods to scatter her late husband's ashes, only to discover they're being stalked.",150,10,76,horror,0.0,0.0,100.0
80213657,Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,Hari Kondabolu,United States,"May 8, 2018",2018,TV-MA,67,Stand-Up Comedy,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",1563,Hari Kondabolu: Warn Your Relatives,2018,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",141,35,67,comedy,0.0,0.0,100.0
80101493,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,"May 6, 2016",2016,TV-MA,60,Stand-Up Comedy,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",1580,Ali Wong: Baby Cobra,2016,"Ali Wong's stand up special delves into her sexual adventures, hoarding, the rocky road to pregnancy, and why feminism is terrible.",131,20,60,comedy,0.0,0.0,100.0
80235472,Movie,Death House,Harrison Smith,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",United States,"May 5, 2019",2017,R,88,Horror Movies,Two federal agents battle through an army of rioting prisoners – and their sense of reality – inside a high-tech prison modeled after Dante’s Inferno.,1581,Death House,2017,Two federal agents battle through an army of rioting prisoners – and their sense of reality – inside a high-tech prison modeled after Dante’s Inferno.,150,11,88,horror,0.0,0.0,40.0
70299863,Movie,The One I Love,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,"May 30, 2019",2014,R,91,"Comedies, Dramas, Independent Movies","Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future.",1619,The One I Love,2014,"Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future.",136,14,91,drama,0.5,0.6,82.0
80133554,Movie,Sarah Silverman A Speck of Dust,Liam Lynch,Sarah Silverman,United States,"May 30, 2017",2017,TV-MA,71,Stand-Up Comedy,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",1620,Sarah Silverman A Speck of Dust,2017,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",138,31,71,comedy,0.0,0.0,100.0
81028570,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty",United States,"May 3, 2019",2019,R,110,"Dramas, Independent Movies",Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.,1625,"Extremely Wicked, Shockingly Evil and Vile",2019,Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.,129,42,110,drama,-0.5625,1.0,55.0
80063265,Movie,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",United States,"May 27, 2016",2016,TV-MA,109,"Action & Adventure, Comedies",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,1642,The Do-Over,2016,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,150,11,109,action,0.0,0.0,10.0
80068327,Movie,War Machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",United States,"May 26, 2017",2017,TV-MA,123,"Comedies, Dramas","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.",1650,War Machine,2017,"When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy.",145,11,123,drama,0.0,0.0,48.0
80211638,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,"May 24, 2019",2019,TV-MA,91,"Horror Movies, LGBTQ Movies, Thrillers","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",1663,The Perfection,2019,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",149,14,91,horror,0.0,0.0,10.0
80038335,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,"May 22, 2015",2015,TV-MA,78,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",1682,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",130,50,78,comedy,0.4166666666666667,0.5,100.0
80121348,Movie,Moonlight,Barry Jenkins,"Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Alex Hibbert, Jaden Piner, Naomie Harris, Mahershala Ali",United States,"May 21, 2019",2016,R,111,"Dramas, Independent Movies, LGBTQ Movies","In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer.",1684,Moonlight,2016,"In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer.",145,9,111,drama,0.0,0.0,85.0
81011598,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,"May 21, 2019",2019,TV-MA,66,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",1685,Wanda Sykes: Not Normal,2019,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",141,23,66,comedy,-0.075,0.6499999999999999,100.0
70259801,Movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",United States,"May 2, 2019",2013,R,119,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,1692,Olympus Has Fallen,2013,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,138,18,119,action,0.0,0.0,49.0
80133663,Movie,Maria Bamford: Old Baby,Jessica Yu,Maria Bamford,United States,"May 2, 2017",2017,TV-MA,64,Stand-Up Comedy,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.",1695,Maria Bamford: Old Baby,2017,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.",147,23,64,comedy,0.1,0.2,100.0
81043473,Movie,SGT. Will Gardner,Max Martini,"Max Martini, Omari Hardwick, Lily Rabe, Elisabeth Röhm, Robert Patrick, Dermot Mulroney, Gary Sinise, JoBeth Williams, Luis Bordonada, Leo Martini",United States,"May 19, 2019",2019,TV-MA,125,Dramas,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror.",1697,SGT. Will Gardner,2019,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror.",142,17,125,drama,0.0,0.0,22.0
80216758,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,"May 17, 2019",2019,TV-MA,87,"Dramas, Sci-Fi & Fantasy, Thrillers","As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",1721,See You Yesterday,2019,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",139,17,87,drama,0.0,0.0,95.0
70241757,Movie,The Place Beyond the Pines,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz",United States,"May 16, 2017",2012,R,140,"Dramas, Independent Movies",A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,1740,The Place Beyond the Pines,2012,A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,120,26,140,drama,0.0,0.0,79.0
80133551,Movie,Tracy Morgan: Staying Alive,Ryan Polito,Tracy Morgan,United States,"May 16, 2017",2017,TV-MA,59,Stand-Up Comedy,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",1741,Tracy Morgan: Staying Alive,2017,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",148,27,59,comedy,0.1,0.4,83.0
80098287,Movie,Lovesong,So Yong Kim,"Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff",United States,"May 15, 2017",2016,TV-MA,84,"Dramas, Independent Movies, Romantic Movies","Best friends Sarah anddy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.",1765,Lovesong,2016,"Best friends Sarah anddy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.",138,8,84,drama,0.0,0.0,83.0
80186940,Movie,Ali Wong: Hard Knock Wife,Jay Karas,Ali Wong,United States,"May 13, 2018",2018,TV-MA,64,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",1781,Ali Wong: Hard Knock Wife,2018,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",144,25,64,comedy,-0.2916666666666667,0.5416666666666666,100.0
80238110,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,John Mulaney,United States,"May 1, 2018",2018,TV-MA,65,Stand-Up Comedy,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",1849,John Mulaney: Kid Gorgeous at Radio City,2018,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",149,40,65,comedy,0.7,0.9,100.0
80179373,Movie,The Clapper,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,"May 1, 2018",2017,R,90,"Comedies, Dramas, Independent Movies","A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",1872,The Clapper,2017,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",148,11,90,drama,0.0,0.0,23.0
80103372,Movie,Don't Think Twice,Mike Birbiglia,"Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia, Kate Micucci, Chris Gethard, Richard Masur, Tami Sagher, Erin Darke",United States,"May 1, 2017",2016,R,92,"Comedies, Dramas, Independent Movies",Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,1888,Don't Think Twice,2016,Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,144,17,92,drama,0.0,0.0,98.0
80152434,Movie,The Outsider,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Emile Hirsch, Raymond Nicholson, Rory Cochrane, Nao Omori, Tanaka",United States,"March 9, 2018",2018,TV-MA,121,"Dramas, Thrillers","An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",1928,The Outsider,2018,"An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",141,12,121,drama,0.0,0.0,63.0
70309693,Movie,Match,Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard",United States,"March 9, 2017",2014,R,92,"Dramas, Independent Movies","As a couple interviews a renowned dance professor for their dissertation, their probing questions soon betray a hidden agenda.",1929,Match,2014,"As a couple interviews a renowned dance professor for their dissertation, their probing questions soon betray a hidden agenda.",126,5,92,drama,0.0,0.0,82.0
80184676,Movie,Juanita,Clark Johnson,"Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper",United States,"March 8, 2019",2019,TV-MA,90,"Dramas, Independent Movies, Romantic Movies","Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.",1944,Juanita,2019,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.",146,7,90,drama,0.0,0.0,80.0
80189630,Movie,Nappily Ever After,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,"March 7, 2019",2018,TV-MA,99,"Comedies, Dramas, Romantic Movies","When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",1956,Nappily Ever After,2018,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",146,18,99,drama,0.0,0.0,71.0
80150002,Movie,Amy Schumer: The Leather Special,Amy Schumer,Amy Schumer,United States,"March 7, 2017",2017,TV-MA,57,Stand-Up Comedy,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",1964,Amy Schumer: The Leather Special,2017,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",142,32,57,comedy,0.3571428571428571,0.5714285714285714,50.0
80174137,Movie,Gook,Justin Chon,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",United States,"March 6, 2018",2017,TV-MA,95,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",1974,Gook,2017,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",150,4,95,drama,0.0,0.0,94.0
80038296,Movie,Aziz Ansari Live at Madison Square Garden,Aziz Ansari,Aziz Ansari,United States,"March 6, 2015",2015,TV-MA,58,Stand-Up Comedy,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",1975,Aziz Ansari Live at Madison Square Garden,2015,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",149,41,58,comedy,0.1363636363636363,0.5,100.0
80200961,Movie,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,"March 5, 2019",2019,TV-MA,94,Action & Adventure,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",1981,The Hard Way,2019,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",149,12,94,action,-0.2916666666666667,0.5416666666666666,75.0
